img=images/tilesets/tileset_town.png

tile=101,0,0,64,256,32,240
tile=102,64,0,64,256,32,240
tile=103,128,0,64,256,32,240
tile=104,192,0,64,256,32,240
tile=105,256,0,64,256,32,240
tile=106,320,0,64,256,32,240
tile=107,384,0,64,256,32,240
tile=108,448,0,64,256,32,240
tile=109,512,0,64,256,32,240
tile=110,576,0,64,256,32,240
tile=111,640,0,64,256,32,240
tile=112,704,0,64,256,32,240
tile=113,768,0,64,256,32,240
tile=114,832,0,64,256,32,240
tile=115,896,0,64,256,32,240
tile=116,960,0,64,256,32,240
tile=117,1024,0,64,256,32,240
tile=118,1088,0,64,256,32,240
tile=119,1152,0,64,256,32,240
tile=120,1216,0,64,256,32,240
tile=121,1280,0,64,256,32,240
tile=122,1344,0,64,256,32,240
tile=123,1408,0,64,256,32,240
tile=124,1472,0,64,256,32,240
tile=125,1536,0,64,256,32,240
tile=126,1600,0,64,256,32,240
tile=127,1664,0,64,256,32,240
tile=128,1728,0,64,256,32,240
tile=129,1792,0,64,256,32,240
tile=130,1856,0,64,256,32,240
tile=131,1920,0,64,256,32,240
tile=132,1984,0,64,256,32,240
tile=133,2048,0,64,256,32,240
tile=134,2112,0,64,256,32,240
tile=135,2176,0,64,256,32,240
tile=136,2240,0,64,256,32,240
tile=137,2304,0,64,256,32,240
tile=138,2368,0,64,256,32,240
tile=139,2432,0,64,256,32,240
tile=140,2496,0,64,256,32,240
tile=141,2560,0,64,256,32,240
tile=142,2624,0,64,256,32,240
tile=143,2688,0,64,256,32,240
tile=144,2752,0,64,256,32,240
tile=145,2816,0,64,256,32,240
tile=146,2880,0,64,256,32,240
tile=147,2944,0,64,256,32,240
tile=148,3008,0,64,256,32,240
tile=149,3072,0,64,256,32,240
tile=150,3136,0,64,256,32,240
tile=151,3200,0,64,256,32,240
tile=152,3264,0,64,256,32,240
tile=153,3328,0,64,256,32,240
tile=154,3392,0,64,256,32,240
tile=155,3456,0,64,256,32,240
tile=156,3520,0,64,256,32,240
tile=157,3584,0,64,256,32,240
tile=158,3648,0,64,256,32,240
tile=159,3712,0,64,256,32,240
tile=160,3776,0,64,256,32,240
tile=161,3840,0,64,256,32,240
tile=162,3904,0,64,256,32,240
tile=163,3968,0,64,256,32,240
tile=164,4032,0,64,256,32,240
tile=165,4096,0,64,256,32,240
tile=166,4160,0,64,256,32,240
tile=167,4224,0,64,256,32,240
tile=168,4288,0,64,256,32,240
tile=169,4352,0,64,256,32,240
tile=170,4416,0,64,256,32,240
tile=171,4480,0,64,256,32,240
tile=172,4544,0,64,256,32,240
tile=173,4608,0,64,256,32,240
tile=174,4672,0,64,256,32,240
tile=175,4736,0,64,256,32,240
tile=176,4800,0,64,256,32,240
tile=177,4864,0,64,256,32,240
tile=178,4928,0,64,256,32,240
tile=179,4992,0,64,256,32,240
tile=180,0,256,64,256,32,240
tile=181,64,256,64,256,32,240
tile=182,128,256,64,256,32,240
tile=183,192,256,64,256,32,240
tile=184,256,256,64,256,32,240
tile=185,320,256,64,256,32,240
tile=186,384,256,64,256,32,240
tile=187,448,256,64,256,32,240
tile=188,512,256,64,256,32,240
tile=189,576,256,64,256,32,240
tile=190,640,256,64,256,32,240
tile=191,704,256,64,256,32,240
tile=192,768,256,64,256,32,240
tile=193,832,256,64,256,32,240
tile=194,896,256,64,256,32,240
tile=195,960,256,64,256,32,240
tile=196,1024,256,64,256,32,240
tile=197,1088,256,64,256,32,240
tile=198,1152,256,64,256,32,240
tile=199,1216,256,64,256,32,240
tile=200,1280,256,64,256,32,240
tile=201,1344,256,64,256,32,240
tile=202,1408,256,64,256,32,240
tile=203,1472,256,64,256,32,240
tile=204,1536,256,64,256,32,240
tile=205,1600,256,64,256,32,240
tile=206,1664,256,64,256,32,240
tile=207,1728,256,64,256,32,240
tile=208,1792,256,64,256,32,240
tile=209,1856,256,64,256,32,240
tile=210,1920,256,64,256,32,240
tile=211,1984,256,64,256,32,240
tile=212,2048,256,64,256,32,240
tile=213,2112,256,64,256,32,240
tile=214,2176,256,64,256,32,240
tile=215,2240,256,64,256,32,240
tile=216,2304,256,64,256,32,240
tile=217,2368,256,64,256,32,240
tile=218,2432,256,64,256,32,240
tile=219,2496,256,64,256,32,240
tile=220,2560,256,64,256,32,240
tile=221,2624,256,64,256,32,240
tile=222,2688,256,64,256,32,240
tile=223,2752,256,64,256,32,240
tile=224,2816,256,64,256,32,240
tile=225,2880,256,64,256,32,240
tile=226,2944,256,64,256,32,240
tile=227,3008,256,64,256,32,240
tile=228,3072,256,64,256,32,240
tile=229,3136,256,64,256,32,240
tile=230,3200,256,64,256,32,240
tile=231,3264,256,64,256,32,240
tile=232,3328,256,64,256,32,240
tile=233,3392,256,64,256,32,240
tile=234,3456,256,64,256,32,240
tile=235,3520,256,64,256,32,240
tile=236,3584,256,64,256,32,240
tile=237,3648,256,64,256,32,240
tile=238,3712,256,64,256,32,240
tile=239,3776,256,64,256,32,240
tile=240,3840,256,64,256,32,240
tile=241,3904,256,64,256,32,240
tile=242,3968,256,64,256,32,240
tile=243,4032,256,64,256,32,240
tile=244,4096,256,64,256,32,240
tile=245,4160,256,64,256,32,240
tile=246,4224,256,64,256,32,240
tile=247,4288,256,64,256,32,240
tile=248,4352,256,64,256,32,240
tile=249,4416,256,64,256,32,240
tile=250,4480,256,64,256,32,240
tile=251,4544,256,64,256,32,240
tile=252,4608,256,64,256,32,240
tile=253,4672,256,64,256,32,240
tile=254,4736,256,64,256,32,240
tile=255,4800,256,64,256,32,240
tile=256,4864,256,64,256,32,240
tile=257,4928,256,64,256,32,240
tile=258,4992,256,64,256,32,240
tile=259,0,512,64,256,32,240
tile=260,64,512,64,256,32,240
tile=261,128,512,64,256,32,240
tile=262,192,512,64,256,32,240
tile=263,256,512,64,256,32,240
tile=264,320,512,64,256,32,240
tile=265,384,512,64,256,32,240
tile=266,448,512,64,256,32,240
tile=267,512,512,64,256,32,240
tile=268,576,512,64,256,32,240
tile=269,640,512,64,256,32,240
tile=270,704,512,64,256,32,240
tile=271,768,512,64,256,32,240
tile=272,832,512,64,256,32,240
tile=273,896,512,64,256,32,240
tile=274,960,512,64,256,32,240
tile=275,1024,512,64,256,32,240
tile=276,1088,512,64,256,32,240
tile=277,1152,512,64,256,32,240
tile=278,1216,512,64,256,32,240
tile=279,1280,512,64,256,32,240
tile=280,1344,512,64,256,32,240
tile=281,1408,512,64,256,32,240
tile=282,1472,512,64,256,32,240
tile=283,1536,512,64,256,32,240
tile=284,1600,512,64,256,32,240
tile=285,1664,512,64,256,32,240
tile=286,1728,512,64,256,32,240
tile=287,1792,512,64,256,32,240
tile=288,1856,512,64,256,32,240
tile=289,1920,512,64,256,32,240
tile=290,1984,512,64,256,32,240
tile=291,2048,512,64,256,32,240
tile=292,2112,512,64,256,32,240
tile=293,2176,512,64,256,32,240
tile=294,2240,512,64,256,32,240
tile=295,2304,512,64,256,32,240
tile=296,2368,512,64,256,32,240
tile=297,2432,512,64,256,32,240
tile=298,2496,512,64,256,32,240
tile=299,2560,512,64,256,32,240
tile=300,2624,512,64,256,32,240
tile=301,2688,512,64,256,32,240
tile=302,2752,512,64,256,32,240
tile=303,2816,512,64,256,32,240
tile=304,2880,512,64,256,32,240
tile=305,2944,512,64,256,32,240
tile=306,3008,512,64,256,32,240
tile=307,3072,512,64,256,32,240
tile=308,3136,512,64,256,32,240
tile=309,3200,512,64,256,32,240
tile=310,3264,512,64,256,32,240
tile=311,3328,512,64,256,32,240
tile=312,3392,512,64,256,32,240
tile=313,3456,512,64,256,32,240
tile=314,3520,512,64,256,32,240
tile=315,3584,512,64,256,32,240
tile=316,3648,512,64,256,32,240
tile=317,3712,512,64,256,32,240
tile=318,3776,512,64,256,32,240
tile=319,3840,512,64,256,32,240
tile=320,3904,512,64,256,32,240
tile=321,3968,512,64,256,32,240
tile=322,4032,512,64,256,32,240
tile=323,4096,512,64,256,32,240
tile=324,4160,512,64,256,32,240
tile=325,4224,512,64,256,32,240
tile=326,4288,512,64,256,32,240
tile=327,4352,512,64,256,32,240
tile=328,4416,512,64,256,32,240
tile=329,4480,512,64,256,32,240
tile=330,4544,512,64,256,32,240
tile=331,4608,512,64,256,32,240
tile=332,4672,512,64,256,32,240
tile=333,4736,512,64,256,32,240
tile=334,4800,512,64,256,32,240
tile=335,4864,512,64,256,32,240
tile=336,4928,512,64,256,32,240
tile=337,4992,512,64,256,32,240
tile=338,0,768,64,256,32,240
tile=339,64,768,64,256,32,240
tile=340,128,768,64,256,32,240
tile=341,192,768,64,256,32,240
tile=342,256,768,64,256,32,240
tile=343,320,768,64,256,32,240
tile=344,384,768,64,256,32,240
tile=345,448,768,64,256,32,240
tile=346,512,768,64,256,32,240
tile=347,576,768,64,256,32,240
tile=348,640,768,64,256,32,240
tile=349,704,768,64,256,32,240
tile=350,768,768,64,256,32,240
tile=351,832,768,64,256,32,240
tile=352,896,768,64,256,32,240
tile=353,960,768,64,256,32,240
tile=354,1024,768,64,256,32,240
tile=355,1088,768,64,256,32,240
tile=356,1152,768,64,256,32,240
tile=357,1216,768,64,256,32,240
tile=358,1280,768,64,256,32,240
tile=359,1344,768,64,256,32,240
tile=360,1408,768,64,256,32,240
tile=361,1472,768,64,256,32,240
tile=362,1536,768,64,256,32,240
tile=363,1600,768,64,256,32,240
tile=364,1664,768,64,256,32,240
tile=365,1728,768,64,256,32,240
tile=366,1792,768,64,256,32,240
tile=367,1856,768,64,256,32,240
tile=368,1920,768,64,256,32,240
tile=369,1984,768,64,256,32,240
tile=370,2048,768,64,256,32,240
tile=371,2112,768,64,256,32,240
tile=372,2176,768,64,256,32,240
tile=373,2240,768,64,256,32,240
tile=374,2304,768,64,256,32,240
tile=375,2368,768,64,256,32,240
tile=376,2432,768,64,256,32,240
tile=377,2496,768,64,256,32,240
tile=378,2560,768,64,256,32,240
tile=379,2624,768,64,256,32,240
tile=380,2688,768,64,256,32,240
tile=381,2752,768,64,256,32,240
tile=382,2816,768,64,256,32,240
tile=383,2880,768,64,256,32,240
tile=384,2944,768,64,256,32,240
tile=385,3008,768,64,256,32,240
tile=386,3072,768,64,256,32,240
tile=387,3136,768,64,256,32,240
tile=388,3200,768,64,256,32,240
tile=389,3264,768,64,256,32,240
tile=390,3328,768,64,256,32,240
tile=391,3392,768,64,256,32,240
tile=392,3456,768,64,256,32,240
tile=393,3520,768,64,256,32,240
tile=394,3584,768,64,256,32,240
tile=395,3648,768,64,256,32,240
tile=396,3712,768,64,256,32,240
tile=397,3776,768,64,256,32,240
tile=398,3840,768,64,256,32,240
tile=399,3904,768,64,256,32,240
tile=400,3968,768,64,256,32,240
tile=401,4032,768,64,256,32,240
tile=402,4096,768,64,256,32,240
tile=403,4160,768,64,256,32,240
tile=404,4224,768,64,256,32,240
tile=405,4288,768,64,256,32,240
tile=406,4352,768,64,256,32,240
tile=407,4416,768,64,256,32,240
tile=408,4480,768,64,256,32,240
tile=409,4544,768,64,256,32,240
tile=410,4608,768,64,256,32,240
tile=411,4672,768,64,256,32,240
tile=412,4736,768,64,256,32,240
tile=413,4800,768,64,256,32,240
tile=414,4864,768,64,256,32,240
tile=415,4928,768,64,256,32,240
tile=416,4992,768,64,256,32,240
tile=417,0,1024,64,256,32,240
tile=418,64,1024,64,256,32,240
tile=419,128,1024,64,256,32,240
tile=420,192,1024,64,256,32,240
tile=421,256,1024,64,256,32,240
tile=422,320,1024,64,256,32,240
tile=423,384,1024,64,256,32,240
tile=424,448,1024,64,256,32,240
tile=425,512,1024,64,256,32,240
tile=426,576,1024,64,256,32,240
tile=427,640,1024,64,256,32,240
tile=428,704,1024,64,256,32,240
tile=429,768,1024,64,256,32,240
tile=430,832,1024,64,256,32,240
tile=431,896,1024,64,256,32,240
tile=432,960,1024,64,256,32,240
tile=433,1024,1024,64,256,32,240
tile=434,1088,1024,64,256,32,240
tile=435,1152,1024,64,256,32,240
tile=436,1216,1024,64,256,32,240
tile=437,1280,1024,64,256,32,240
tile=438,1344,1024,64,256,32,240
tile=439,1408,1024,64,256,32,240
tile=440,1472,1024,64,256,32,240
tile=441,1536,1024,64,256,32,240
tile=442,1600,1024,64,256,32,240
tile=443,1664,1024,64,256,32,240
tile=444,1728,1024,64,256,32,240
tile=445,1792,1024,64,256,32,240
tile=446,1856,1024,64,256,32,240
tile=447,1920,1024,64,256,32,240
tile=448,1984,1024,64,256,32,240
tile=449,2048,1024,64,256,32,240
tile=450,2112,1024,64,256,32,240
tile=451,2176,1024,64,256,32,240
tile=452,2240,1024,64,256,32,240
tile=453,2304,1024,64,256,32,240
tile=454,2368,1024,64,256,32,240
tile=455,2432,1024,64,256,32,240
tile=456,2496,1024,64,256,32,240
tile=457,2560,1024,64,256,32,240
tile=458,2624,1024,64,256,32,240
tile=459,2688,1024,64,256,32,240
tile=460,2752,1024,64,256,32,240
tile=461,2816,1024,64,256,32,240
tile=462,2880,1024,64,256,32,240
tile=463,2944,1024,64,256,32,240
tile=464,3008,1024,64,256,32,240
tile=465,3072,1024,64,256,32,240
tile=466,3136,1024,64,256,32,240
tile=467,3200,1024,64,256,32,240
tile=468,3264,1024,64,256,32,240
tile=469,3328,1024,64,256,32,240
tile=470,3392,1024,64,256,32,240
tile=471,3456,1024,64,256,32,240
tile=472,3520,1024,64,256,32,240
tile=473,3584,1024,64,256,32,240
tile=474,3648,1024,64,256,32,240
tile=475,3712,1024,64,256,32,240
tile=476,3776,1024,64,256,32,240
tile=477,3840,1024,64,256,32,240
tile=478,3904,1024,64,256,32,240
tile=479,3968,1024,64,256,32,240
tile=480,4032,1024,64,256,32,240
tile=481,4096,1024,64,256,32,240
tile=482,4160,1024,64,256,32,240
tile=483,4224,1024,64,256,32,240
tile=484,4288,1024,64,256,32,240
tile=485,4352,1024,64,256,32,240
tile=486,4416,1024,64,256,32,240
tile=487,4480,1024,64,256,32,240
tile=488,4544,1024,64,256,32,240
tile=489,4608,1024,64,256,32,240
tile=490,4672,1024,64,256,32,240
tile=491,4736,1024,64,256,32,240
tile=492,4800,1024,64,256,32,240
tile=493,4864,1024,64,256,32,240
tile=494,4928,1024,64,256,32,240
tile=495,4992,1024,64,256,32,240
tile=496,0,1280,64,256,32,240
tile=497,64,1280,64,256,32,240
tile=498,128,1280,64,256,32,240
tile=499,192,1280,64,256,32,240
tile=500,256,1280,64,256,32,240
tile=501,320,1280,64,256,32,240
tile=502,384,1280,64,256,32,240
tile=503,448,1280,64,256,32,240
tile=504,512,1280,64,256,32,240
tile=505,576,1280,64,256,32,240
tile=506,640,1280,64,256,32,240
tile=507,704,1280,64,256,32,240
tile=508,768,1280,64,256,32,240
tile=509,832,1280,64,256,32,240
tile=510,896,1280,64,256,32,240
tile=511,960,1280,64,256,32,240
tile=512,1024,1280,64,256,32,240
tile=513,1088,1280,64,256,32,240
tile=514,1152,1280,64,256,32,240
tile=515,1216,1280,64,256,32,240
tile=516,1280,1280,64,256,32,240
tile=517,1344,1280,64,256,32,240
tile=518,1408,1280,64,256,32,240
tile=519,1472,1280,64,256,32,240
tile=520,1536,1280,64,256,32,240
tile=521,1600,1280,64,256,32,240
tile=522,1664,1280,64,256,32,240
tile=523,1728,1280,64,256,32,240
tile=524,1792,1280,64,256,32,240
